term,Artículo 123,CFF,CPEUM,LFPED,LFT,LFTSE,LIFNVT,LISR,LSAR,LSS,NOM-035,NOM-036,NOM-037,ResolucionMiscelaneaFisca,n152
conducen,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
conducir,0,0,0.0000768783,0,0.00002922,0,0,0,0,0,0.000224436,0,0.0000902425,0,0
conducirlo,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
conducirse,0,0,0,0,0.0000893178,0,0,0,0,0,0,0,0,0,0
conducirá,0,0,0.00003964,0.000113378,0.0000117183,0,0,0,0,0,0,0,0,0,0
conducirán,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
conduct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161983
conducta,0,0.0000859116,0.0000204265,0.000131453,0.0000407595,0.0000370862,0,0,0.000143571,0.0000113527,0.0000521783,0,0,0,0
conductas,0,0.0000331136,0.00000892289,0.000114845,0.0000217616,0.0000324007,0.00000951247,0.00000461345,0.0000078395,0.00000495919,0.000022793,0,0,0.00000100246,0
conducto,0,0.00000990993,0.000028611,0.0000122749,0.0000405981,0.0000207784,0.0000732036,0.0000192308,0.0000201097,0.0000508848,0.000014617,0,0,0.0000128575,0.0000115042
conductores,0,0,0,0,0.000156957,0,0,0,0,0,0,0,0,0,0.000776319
conduzcan,0,0,0.0000321785,0,0,0,0,0,0,0,0,0,0,0,0.000129386
condómino,0,0,0,0,0,0,0,0.0000166374,0,0,0,0,0,0.00000723034,0
condóminos,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
conect,0,0,0,0,0,0,0,0.0000332748,0,0,0,0,0,0.00000723034,0
conectan,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
conectar,0,0,0.0000160892,0,0,0,0,0,0,0,0,0,0.000528812,0,0
conectarse,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
conectaría,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
conectiv,0,0,0.0000152379,0,0.00000675692,0,0.0000324896,0,0,0.000016938,0,0,0.000563435,0.00000342389,0
conejos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
coneros,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
conex,0,0,0.0000160892,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
conexas,0,0,0.00000915998,0.0000785976,0.0000487415,0,0,0,0.0000321912,0,0,0,0,0.0000041164,0
conexiones,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.0000144607,0
conexión,0,0,0.0000109826,0,0.0000681799,0,0,0,0,0,0,0,0.000270728,0.0000345483,0
conexo,0,0.0000392286,0,0,0,0,0,0,0,0.000029375,0,0,0,0.0000534415,0
conexos,0,0.0000108686,0,0,0.00003896,0,0,0,0.0000385966,0,0,0,0,0.0000197419,0
confec,0,0.0000318445,0,0,0.0000428065,0,0,0,0,0,0,0,0,0,0
confeccion,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
confeccione,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
confedera,0,0,0,0,0.000356721,0,0,0,0,0,0,0,0,0.000043382,0
confederation,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000271556,0
confer,0,0.000043532,0.0000314204,0,0.0000167192,0,0,0,0.0000883374,0.0000139703,0,0,0.0000516353,0.000008472,0
conferencia,0,0,0,0,0.0000234366,0,0.000112691,0,0,0.0000587499,0,0,0,0,0
conferirán,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
confes,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
confesa,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
confesional,0,0,0,0,0.0000937465,0.0000959602,0,0.0000136635,0,0,0,0,0,0,0
confesión,0,0.0000261524,0.0000264267,0,0.0000703099,0,0,0,0,0,0,0,0,0,0
confeso,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
confesos,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
confia,0,0,0,0,0.0000117183,0,0.0000563456,0.0000136635,0,0,0,0,0,0,0
confiabil,0.000515253,0,0.0000314204,0,0.0000278653,0,0.0000267972,0,0,0.0000139703,0.000192628,0,0,0.000008472,0
confianza,0.000209355,0,0.0000255331,0,0.0000905767,0.000482121,0,0.0000211225,0,0.00017029,0.000156535,0,0,0.000149166,0
confiar,0,0,0,0,0,0,0,0,0,0,0.000411625,0,0,0,0
confidencial,0,0.0000410554,0.00000429165,0.0000245498,0.00000380608,0,0.0000061003,0.00000147929,0.0000402195,0.0000127212,0.0000438511,0,0.0000117546,0.0000180005,0.0000230084
confidenciales,0,0.00000753989,0,0,0,0,0.0000324896,0,0.0000267756,0.0000338759,0.000155698,0,0,0,0.0000612702
confiera,0,0,0.0000160892,0,0,0,0,0.0000166374,0,0,0,0,0,0,0
confieran,0,0.0000108686,0,0.000188474,0.00013636,0.000478559,0,0,0,0,0,0,0,0,0
confiere,0,0.00000621886,0.0000377045,0,0.00000557307,0,0.0000267972,0,0,0.000041911,0,0,0,0.000002824,0.0000505353
confieren,0,0,0,0.0000653749,0,0.000110664,0,0,0.0000267756,0.000016938,0,0,0,0.00000684777,0.0000612702
config,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
configura,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
configuran,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
configurará,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
configure,0,0.0000318445,0,0,0,0,0,0.0000166374,0,0,0,0,0,0,0
confin,0,0,0,0,0.0000703099,0,0,0,0,0,0,0.000619815,0,0,0.00116885
confirió,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
confirm,0,0.00000906492,0.00000915998,0,0.000138101,0,0,0,0.0000965736,0,0,0,0,0.0000041164,0
confirma,0,0.0000434745,0,0,0,0,0,0,0,0,0.000336653,0,0.0000902425,0.000162871,0
confirmar,0,0.0000392286,0,0,0,0,0,0,0,0,0,0,0,0.0000118759,0.000106259
confirmará,0,0,0,0,0,0,0,0,0,0.0000357685,0,0,0,0.0000144607,0
confirme,0,0.0000326059,0,0,0.00000973999,0,0,0,0.0000385966,0,0,0,0,0.0000296129,0
confirmen,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
confirmándolos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
confisca,0,0,0.0000604278,0,0,0,0,0,0,0,0,0,0,0,0
confites,0,0.0000398671,0,0,0,0,0,0,0,0,0,0,0,0,0
conflictiv,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
conflicto,0.00041871,0,0.0000357464,0,0.000135865,0.000148345,0.0000653285,0,0.0000897319,0.0000227054,0.0000521783,0,0,0,0
conflictos,0.00104677,0,0.000081706,0,0.000203798,0.000815897,0.0000435524,0,0.0000717855,0.0000340581,0.000208713,0,0,0,0
conforma,0,0,0.0000805703,0,0,0,0,0,0,0,0,0,0,0,0
conforman,0,0.00000906492,0.00001832,0,0,0,0,0.0000189442,0,0,0,0,0.0000752662,0.0000905609,0
conformar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161983
conformarse,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
conformará,0,0,0,0.0000785976,0.00000812358,0,0.0000390609,0,0,0.0000203638,0,0,0,0.0000041164,0
conformarán,0,0,0.0000132133,0,0,0,0.0000563456,0.0000136635,0,0,0,0,0,0,0
conformen,0,0,0,0,0.0000142688,0,0.0000686093,0,0,0,0,0,0,0,0
conformes,0,0.0000108686,0,0,0.00001948,0.0000797599,0,0,0,0,0,0,0,0.00000493548,0
confort,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
confusión,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
congel,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
congela,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0,0.000258773
congrega,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
congreso,0.0000586479,0.000560619,0.00103429,0.000724219,0.000583598,0.000758412,0.00061003,0.000470415,0.000578155,0.000639241,0,0,0.0000235093,0.00000450013,0
congresos,0,0.00000401129,0.0000162134,0.00003478,0.00000718948,0.000058874,0.0000172847,0,0.0000142448,0.00000901114,0,0,0,0.00000182154,0
congrue,0,0,0.00000628408,0.0000539208,0.00000557307,0,0.0000267972,0.00000649819,0,0.0000139703,0,0,0,0.00001412,0
congruencia,0,0.00000505363,0,0,0.00000452884,0,0,0,0.0000179464,0.0000340581,0.0000521783,0.000119772,0.0000419604,0.00000458973,0
congén,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161983
congéneres,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
conjugan,0,0,0,0,0,0,0,0.0000416578,0,0,0,0,0,0,0
conjugue,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
conjunt,0,0,0,0,0.0000117183,0,0,0,0,0,0,0.000154954,0,0,0.000106259
conjunta,0,0.0000286984,0.00000669217,0.0000191408,0.00000791331,0.0000324007,0.00000951247,0.0000853489,0.0000391975,0.0000148776,0,0,0.0000183295,0.0000340838,0
conjuntas,0,0,0,0,0,0,0.0000686093,0,0,0.0000357685,0,0,0,0,0
conjuntivales,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
conjuntivitis,0,0,0,0,0.0000535907,0,0,0,0,0,0,0,0,0,0
conjunto,0,0.00000849423,0.00000715275,0.0000245498,0.0000190304,0.0000103892,0.0000366018,0.0000177515,0.00000502743,0,0,0.0000167762,0.0000470185,0.0000160719,0.0000230084
conjuntos,0,0.00000753989,0,0,0.00000675692,0,0.000389875,0,0,0.0000338759,0,0,0,0.00000342389,0.0000612702
conlleva,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0,0.000129386
conllevan,0,0,0,0,0,0,0,0,0,0,0,0.00141728,0,0,0
conllevar,0,0,0,0,0,0,0,0,0,0,0,0.000309908,0.000325716,0,0.000212518
conllevará,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161983
conlleve,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
conlleven,0,0,0,0,0,0,0,0,0,0,0,0.000472427,0,0,0
conmebol,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
conmemora,0,0.0000477668,0,0,0.0000570753,0,0,0,0,0,0,0,0,0,0
conmuta,0,0.0000159223,0,0,0,0,0,0.0000998245,0,0,0,0,0,0,0
conoc,0,0.0000555899,0.0000255331,0,0.0000407595,0.0000741724,0.0000217762,0,0,0.0000340581,0,0,0.0000419604,0.0000206538,0
conoce,0,0,0.0000109826,0,0.0000486999,0,0,0,0,0,0,0,0.0000902425,0.00000987095,0
conocerlas,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
conocerse,0,0,0,0.000138054,0,0,0,0.0000166374,0,0,0,0,0,0,0
conocerá,0,0,0.0000878609,0.0000942368,0.00003896,0,0.000140499,0,0,0,0,0,0,0,0
conocerán,0,0,0.000140998,0,0,0,0,0,0,0,0,0,0,0,0
conocieren,0,0,0,0,0,0,0.0000858941,0,0,0,0,0,0,0,0
conocieron,0,0.0000398671,0,0,0,0,0,0,0,0,0,0,0,0,0
conociéndolas,0,0,0,0,0,0,0.0000858941,0,0,0,0,0,0,0,0
conozca,0,0.0000310943,0.0000188522,0,0.0000390115,0,0.0000267972,0.0000129964,0,0.000041911,0,0,0,0.000005648,0
conozcan,0,0.000169991,0.0000264267,0,0.0000234366,0,0,0,0,0,0,0,0,0,0
cons,0,0.0000434745,0,0,0,0,0.0000468332,0.0000681409,0,0,0,0,0,0.00000987095,0
consagr,0.000450251,0,0.0000329478,0.0000942368,0.00000973999,0,0,0,0,0,0,0,0,0,0
consagra,0.000541703,0,0.0000264267,0,0,0.0000959602,0,0,0,0,0,0,0,0,0
consanguin,0,0,0.000128714,0,0.0000428065,0,0,0,0,0,0,0,0,0,0
consanguíneo,0,0,0,0,0,0,0,0,0.000141576,0,0,0,0,0,0
consanguíneos,0,0,0,0,0.0000234366,0,0.0000563456,0.0000136635,0,0,0,0,0,0,0
consar,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135778,0
consecu,0,0.0000176606,0.00000446144,0.0000191408,0.0000197833,0.0000162003,0.00000951247,0.00000230673,0.0000078395,0.00000495919,0.000068379,0,0.0000183295,0,0
consecue,0,0.00000906492,0,0,0,0.0000665232,0,0,0,0,0,0.00010742,0.0000752662,0,0.000147325
consecuencia,0.0000282758,0.0000116034,0.0000137942,0.00000591807,0.0000110101,0.0000200357,0.00000294112,0.00000998491,0.00000969546,0.0000137998,0.00000704728,0.00000808826,0,0.00000743875,0
consecut,0.000332348,0.0000160452,0.0000202668,0,0.0000323527,0.000088311,0,0.0000377231,0.0000142448,0.0000270334,0,0,0,0.0000218584,0
consecutiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
conseguir,0.000541703,0,0.0000132133,0,0.0000703099,0,0,0,0,0,0,0,0,0,0
consejera,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
consejeras,0,0,0.0000482677,0,0,0.000116846,0,0,0,0,0,0,0,0,0
consejero,0,0,0.000428322,0,0,0.000319039,0,0,0.000308772,0.0000732473,0,0,0,0,0
consejeros,0,0.0000124377,0.00033934,0,0,0,0.0000803916,0.00000649819,0.000552109,0.0000558813,0,0,0,0.000005648,0
consejerías,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
consejo,0.0000914523,0.0000286984,0.000182919,0.00256487,0.000124635,0.000162003,0.000865635,0.0000276807,0.000290062,0.000431449,0,0,0,0.0000471158,0
consejos,0,0,0.0000658956,0,0.0000486999,0,0,0.0000454272,0.000154386,0,0,0,0,0,0
consenso,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
consensu,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
consent,0,0.0000997141,0,0,0.00000812358,0.0000665232,0,0,0,0.0000203638,0,0,0,0.0000329312,0
consenti,0,0.0000122735,0.000027905,0.0000266045,0.000021998,0,0.0000132217,0,0.0000653784,0.0000206788,0,0,0.0000254768,0.00000975352,0.0000249341
consentimieto,0.000659606,0,0.0000160892,0,0,0,0,0,0,0,0,0,0,0,0
consentir,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
consentirá,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
conserv,0,0.0000108686,0.0000219652,0,0.0000681799,0,0,0,0,0,0,0,0,0.0000246774,0
conserva,0,0.0000214787,0.0000248045,0,0.000101741,0.0000225174,0,0.0000224434,0,0.0000620365,0,0.000218163,0.0000254768,0.0000111469,0.00012467
conservacion,0,0,0,0,0,0,0,0,0,0.0000895592,0,0,0,0,0
conservan,0,0.0000159223,0.0000321785,0,0,0,0,0,0,0,0,0,0,0,0
conservarla,0,0.0000318445,0,0,0,0,0,0.0000166374,0,0,0,0,0,0,0
conservarlos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000271556,0
conservarse,0,0.0000301596,0,0,0.00000675692,0,0,0.0000157571,0.0000267756,0,0,0.0000893482,0,0.0000513583,0
conservará,0.000257626,0,0.0000125682,0.0000539208,0.0000222923,0,0.0000267972,0,0,0.000041911,0,0,0,0.000008472,0
conservarán,0,0.0000124377,0.0000439885,0,0.00000557307,0.0000456373,0,0,0.000066253,0.0000698516,0,0,0,0.000008472,0
conservas,0,0,0,0,0.000125045,0,0,0,0,0,0,0,0,0,0
conserve,0,0.0000326059,0,0,0.00000973999,0,0,0.0000113568,0,0,0,0,0,0.0000444193,0
conserven,0,0.0000186566,0.00000628408,0,0.00000557307,0,0.0000267972,0.0000194946,0,0.0000139703,0,0,0,0.000019768,0
conservándola,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
conservándose,0,0,0,0,0.0000117183,0,0.0000563456,0,0,0.000029375,0,0,0,0,0
considerable,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
consideran,0,0.0000613676,0.00000620111,0.0000266045,0.00000824924,0,0,0.00022764,0,0.00000689294,0.0000316808,0.0000363605,0.0000509537,0.0000836016,0
considerandos,0,0,0,0,0,0.000233692,0,0,0,0,0,0,0,0.00000723034,0
consideraran,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
considerarla,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.00000723034,0
considerarlo,0,0,0,0,0.00000812358,0,0.0000390609,0.0000189442,0,0,0,0,0.0000752662,0.000020582,0
consideraron,0,0,0,0,0,0,0,0.0000332748,0,0,0,0,0,0.0000289214,0
considerarse,0,0,0.00000628408,0,0.0000222923,0.0000456373,0,0.0000779782,0,0.0000279406,0,0,0.000154906,0.00005648,0
considerará,0,0.000217855,0.0000403072,0,0.0000439959,0.0000225174,0.0000396651,0.000654065,0.0000108964,0.0000551436,0,0,0.0000254768,0.000214577,0
consideras,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
considere,0.0000282758,0.0000150161,0.00000413825,0.0000118361,0.0000085634,0.00000500892,0,0.0000142642,0.000036358,0.00000919987,0.0000211418,0.0000161765,0.0000170017,0.0000158073,0
consideren,0,0.0000368206,0.00000620111,0.0000532089,0.000010999,0,0,0.000064124,0.0000217928,0.0000206788,0.0000633616,0,0.0000509537,0.0000418008,0
considero,0,0,0,0,0,0,0,0,0,0,0.00205812,0,0,0,0
considerándolas,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
considerándolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
considerándolos,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
considerándose,0,0.0000108686,0,0,0,0,0,0.0000227136,0,0.0000244158,0,0,0,0.0000542902,0
consign,0.000166174,0.000104294,0.00000810671,0,0.0000790843,0.000029437,0.0000345695,0.0000838292,0,0.0000901114,0,0,0,0.0000637538,0
consigna,0,0.0000217373,0.0000219652,0,0,0,0,0.0000113568,0,0,0,0,0,0.00000987095,0
consignan,0,0,0,0,0.0000535907,0,0,0,0,0,0,0,0,0,0
consignar,0,0.0000477668,0,0,0,0,0,0,0,0,0,0,0,0.0000578427,0
consignarlo,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
consignarse,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
consignará,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000271556,0
consignarán,0,0.0000318445,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
consignat,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.0000650731,0
consigne,0,0.0000217373,0,0,0,0.0000797599,0,0.0000227136,0,0,0,0,0,0.00000493548,0
consignen,0,0.00000753989,0,0,0.00000675692,0.0000553318,0,0.0000157571,0,0.0000338759,0,0,0,0.00000342389,0
consignándose,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
consignó,0,0.0000159223,0,0,0,0,0,0.0000166374,0,0,0,0,0,0,0
consigo,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
consiguie,0,0,0.00003964,0,0,0,0,0,0,0,0,0,0,0.0000118759,0.000212518
consistan,0,0.0000217373,0,0.0000942368,0,0,0,0.0000113568,0,0,0,0,0,0.00000493548,0
consiste,0,0.0000306838,0.00000930167,0,0.0000164985,0,0,0.000064124,0.0000326892,0.0000137859,0.0000633616,0.000072721,0.0000764305,0.000050161,0
consisten,0,0,0,0,0,0,0,0,0,0.000029375,0,0.000154954,0,0.0000237518,0
consistencia,0,0,0,0,0.0000351549,0,0,0,0,0,0.000405032,0,0,0.0000118759,0
consistente,0,0,0,0,0,0,0.0000858941,0,0,0,0,0,0,0,0
consistieron,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000543113,0
consistir,0,0.00000906492,0,0,0.00000812358,0,0,0,0,0,0,0.00010742,0.0000752662,0.0000041164,0
consistirá,0.000209355,0.0000505363,0.00000510662,0.0000438176,0.0000452884,0,0,0,0.0000358928,0.0000113527,0,0,0,0.00000458973,0
consistirán,0,0,0.00003964,0,0.0000117183,0.0000959602,0,0,0,0,0,0,0,0,0
consititu,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
consolid,0,0,0,0,0,0,0,0.000312579,0.0000321912,0.0000203638,0,0,0.0000752662,0.0000370476,0
consolida,0,0,0.00001832,0.0000785976,0.0000487415,0,0,0.000161025,0,0,0,0,0,0.0000041164,0
consolidaban,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
consolidan,0,0.0000159223,0,0,0,0,0,0.0000665497,0,0,0,0,0,0,0
consolidar,0,0,0.00000761896,0,0,0,0.0000324896,0.0000315142,0.0000267756,0.000016938,0,0,0,0.00000342389,0
consolidaron,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
consolide,0,0,0.0000160892,0,0,0,0,0.0000166374,0,0,0,0,0,0,0
consoliden,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
consorcio,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497853,0
consorcios,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000452594,0
const,0,0.0000767095,0.00000620111,0,0.000162235,0,0.0000264434,0.0000929798,0.0000217928,0.0000413577,0,0.0000363605,0,0.000189497,0.0000249341
consta,0,0.00000621886,0.0000314204,0,0.0000111461,0.0000456373,0,0.00000649819,0,0,0.000385256,0,0,0.000005648,0
constancias,0,0.0000368206,0.0000217039,0.0000266045,0.0000384965,0.0000225174,0.0000264434,0.0000384744,0.0000217928,0,0,0.000072721,0,0.0000278672,0
constante,0,0,0,0,0.0000142688,0,0,0,0,0,0.000164396,0,0,0,0
constar,0,0.0000438868,0,0.0000122749,0.0000342547,0.0000103892,0.0000122006,0.000010355,0.00000502743,0,0.000014617,0.0000167762,0.0000117546,0.0000115718,0.0000230084
constará,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.00000723034,0
constarán,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.00000723034,0
constat,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
constata,0,0,0,0,0,0,0,0,0,0,0.000112218,0.000386382,0.0000902425,0.00000493548,0
constatar,0,0.0000252681,0,0,0.0000135865,0,0,0,0,0.0000113527,0.0000521783,0.0000598858,0.0000839207,0.0000068846,0.0000410665
constate,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.0000144607,0
conste,0,0.0000870641,0,0,0.0000222923,0.0000456373,0,0.000201444,0.000132506,0.0000139703,0,0,0,0.000110136,0
consten,0,0.0000603192,0.00000761896,0,0.0000135138,0,0,0.0000236357,0,0.000016938,0,0,0,0.0000239672,0
constitucion,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
constitucional,0,0.0000184103,0.000288352,0.00023944,0.0000494954,0.00218419,0.0000793303,0.0000096186,0.0000217928,0.0000620365,0,0,0,0.00000975352,0
constitucionales,0,0.0000150798,0.000289521,0.000261499,0.00000675692,0.0000553318,0,0,0,0,0,0,0,0.0000102717,0
constitucionpolitica,0.00082578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
constituir,0.0000565515,0.0000013651,0.00000275883,0.00000591807,0.0000042817,0.0000100178,0.00000588225,0.00000142642,0.0000193909,0.0000122665,0.00000704728,0,0,0.00000340943,0.0000166395
constituirlo,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
constituirse,0,0.0000373132,0.0000125682,0,0.0000222923,0,0.0000535944,0,0.000066253,0.0000139703,0,0,0,0,0.000101071
constituirá,0,0.0000303218,0.0000204265,0.0000438176,0.0000181153,0,0.0000435524,0,0.0000179464,0.0000454108,0,0,0,0.0000183589,0
constituirán,0,0,0.00003964,0,0.0000117183,0,0,0,0,0.0000881249,0,0,0,0,0
constitut,0,0.0000337522,0.0000186033,0,0.00000824924,0.0000225174,0.0000132217,0.0000096186,0.0000435856,0.000323968,0,0,0,0.0000222938,0.0000249341
constituya,0,0,0.0000188522,0,0.0000167192,0.0000912747,0,0.0000779782,0.0000441687,0.0000139703,0,0,0,0.000016944,0
constituyan,0.00041871,0.000040429,0.0000459596,0,0.0000226442,0,0,0.0000844898,0.0000179464,0.0000227054,0,0,0,0.0000229487,0
constituye,0,0.0000252681,0.000194052,0,0.0000226442,0.0000741724,0,0.0000211225,0,0.0000340581,0,0,0,0.0000229487,0.0000410665
constituyen,0,0.00000505363,0.0000255331,0,0.00000905767,0.0000370862,0,0.00000528062,0,0.0000227054,0,0,0.0000839207,0.0000137692,0
constituyendo,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
constituyeron,0,0.0000318445,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
constituyó,0,0,0,0,0.0000234366,0,0,0.0000273271,0,0,0,0,0,0.0000237518,0
constituían,0,0,0,0,0,0,0,0.0000416578,0,0,0,0,0,0,0
constituído,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
constric,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
constru,0,0,0,0,0.0000234366,0,0.000225383,0,0,0,0,0,0,0.0000178138,0
construc,0.0000586479,0.00000707852,0.0000157361,0.0000122749,0.0000837337,0.0000103892,0.000219611,0.0000784025,0.00000502743,0.0000159015,0,0,0,0.0000417869,0.0000230084
constructo,0,0,0,0,0,0,0,0,0,0,0.000617437,0,0,0,0
constructores,0,0,0,0,0.0000428065,0,0.000137219,0,0,0,0,0,0,0,0
construir,0,0,0.0000132133,0,0,0,0.000112691,0,0.0000464361,0,0,0,0,0,0
construirlas,0.000541703,0,0.0000132133,0,0,0.0000959602,0,0,0,0,0,0,0,0,0
construyan,0,0,0,0,0,0,0.000112691,0.0000136635,0,0,0,0,0,0.0000178138,0
consuetudin,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
consul,0,0,0.0000219652,0,0.00000973999,0,0,0.0000113568,0,0,0,0,0,0.0000197419,0
consular,0,0,0.0000264267,0,0.0000351549,0,0,0,0,0,0,0,0,0.0000237518,0
consulares,0,0.0000543432,0,0,0.00003896,0,0,0.0000113568,0,0,0,0,0,0.00000987095,0
consulta,0,0.0000127413,0.0000214583,0.0000122749,0.0000532851,0,0.0000549027,0,0.00000502743,0.000031803,0.0000730852,0.0000167762,0.0000117546,0.0000321438,0.0000345126
consultar,0,0.00000505363,0.0000153199,0,0.000027173,0,0,0.00000528062,0,0,0.0000521783,0.000119772,0.0000839207,0.0000642562,0
consultare,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
consultarlo,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
consultarse,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
consultas,0,0.0000441242,0.0000526936,0.00006956,0.0000179737,0,0.0000345695,0.00000838292,0,0.0000270334,0,0,0,0.0000437169,0.0000325963
consulte,0,0,0,0,0.0000351549,0,0,0,0,0.000029375,0,0,0,0.00000593794,0
consultores,0,0,0,0,0,0.000233692,0,0,0,0,0,0,0,0,0.000129386
consultoría,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
consum,0,0.0000318445,0,0,0,0,0,0,0,0,0,0,0,0.0000144607,0
consuma,0,0.0000543432,0,0,0,0,0,0.0000227136,0.0000385966,0.0000244158,0,0,0,0,0
consume,0,0,0,0,0,0,0,0.0000416578,0,0,0,0,0,0,0
